Obiekt tst		Ukryta decyzja eksperta		Decyzja naszego klasyfikatora		Poprawnie?
-------------------------------------------------------------------------------------------------------------
x1				0.000000				0.0			Tak
x2				0.000000				0.0			Tak
x3				0.000000				0.0			Tak
x4				1.000000				1.0			Tak
x5				0.000000				1.0			Nie
x6				1.000000				1.0			Tak
x7				0.000000				0.0			Tak
x8				1.000000				1.0			Tak
x9				0.000000				0.0			Tak
x10				0.000000				0.0			Tak
x11				0.000000				0.0			Tak
x12				0.000000				0.0			Tak
x13				1.000000				1.0			Tak
x14				1.000000				1.0			Tak
x15				1.000000				1.0			Tak
x16				0.000000				0.0			Tak
x17				1.000000				1.0			Tak
x18				1.000000				1.0			Tak
x19				1.000000				1.0			Tak
x20				0.000000				0.0			Tak
x21				1.000000				0.0			Nie
x22				0.000000				1.0			Nie
x23				0.000000				0.0			Tak
x24				0.000000				0.0			Tak
x25				0.000000				0.0			Tak
x26				0.000000				0.0			Tak
x27				1.000000				1.0			Tak
x28				1.000000				1.0			Tak
x29				0.000000				0.0			Tak
x30				1.000000				1.0			Tak
x31				0.000000				0.0			Tak
x32				1.000000				1.0			Tak
x33				0.000000				0.0			Tak
x34				0.000000				0.0			Tak
x35				1.000000				1.0			Tak
x36				0.000000				0.0			Tak
x37				1.000000				1.0			Tak
x38				1.000000				1.0			Tak
x39				0.000000				0.0			Tak
x40				0.000000				0.0			Tak
x41				1.000000				1.0			Tak
x42				1.000000				1.0			Tak
x43				0.000000				0.0			Tak
x44				0.000000				0.0			Tak
x45				1.000000				1.0			Tak
x46				1.000000				0.0			Nie
x47				0.000000				0.0			Tak
x48				0.000000				0.0			Tak
x49				1.000000				1.0			Tak
x50				0.000000				0.0			Tak
x51				1.000000				1.0			Tak
x52				1.000000				1.0			Tak
x53				0.000000				0.0			Tak
x54				0.000000				0.0			Tak
x55				0.000000				0.0			Tak
x56				0.000000				1.0			Nie
x57				0.000000				0.0			Tak
x58				1.000000				1.0			Tak
x59				1.000000				1.0			Tak
x60				1.000000				1.0			Tak
x61				0.000000				0.0			Tak
x62				1.000000				1.0			Tak
x63				1.000000				1.0			Tak
x64				1.000000				1.0			Tak
x65				1.000000				1.0			Tak
x66				1.000000				1.0			Tak
x67				0.000000				0.0			Tak
x68				0.000000				0.0			Tak
x69				0.000000				0.0			Tak
x70				0.000000				0.0			Tak
x71				0.000000				0.0			Tak
x72				1.000000				1.0			Tak
x73				0.000000				0.0			Tak
x74				0.000000				0.0			Tak
x75				1.000000				1.0			Tak
x76				1.000000				0.0			Nie
x77				1.000000				0.0			Nie
x78				1.000000				1.0			Tak
x79				0.000000				0.0			Tak
x80				0.000000				0.0			Tak
x81				0.000000				0.0			Tak
x82				1.000000				1.0			Tak
x83				1.000000				1.0			Tak
x84				0.000000				0.0			Tak
x85				0.000000				0.0			Tak
x86				0.000000				0.0			Tak
x87				1.000000				0.0			Nie
x88				0.000000				0.0			Tak
x89				0.000000				0.0			Tak
x90				1.000000				1.0			Tak
x91				0.000000				0.0			Tak
x92				0.000000				0.0			Tak
x93				0.000000				0.0			Tak
x94				1.000000				0.0			Nie
x95				0.000000				0.0			Tak
x96				0.000000				1.0			Nie
x97				1.000000				0.0			Nie
