Obiekt tst		Ukryta decyzja eksperta		Decyzja naszego klasyfikatora		Poprawnie?
-------------------------------------------------------------------------------------------------------------
x1				1.000000				1.0			Tak
x2				0.000000				1.0			Nie
x3				1.000000				1.0			Tak
x4				0.000000				0.0			Tak
x5				1.000000				0.0			Nie
x6				1.000000				1.0			Tak
x7				0.000000				0.0			Tak
x8				1.000000				1.0			Tak
x9				1.000000				0.0			Nie
x10				0.000000				0.0			Tak
x11				1.000000				1.0			Tak
x12				1.000000				1.0			Tak
x13				0.000000				0.0			Tak
x14				1.000000				1.0			Tak
x15				0.000000				0.0			Tak
x16				0.000000				1.0			Nie
x17				1.000000				1.0			Tak
x18				0.000000				0.0			Tak
x19				0.000000				0.0			Tak
x20				1.000000				1.0			Tak
x21				0.000000				0.0			Tak
x22				1.000000				0.0			Nie
x23				1.000000				1.0			Tak
x24				1.000000				1.0			Tak
x25				0.000000				0.0			Tak
x26				0.000000				0.0			Tak
x27				1.000000				1.0			Tak
x28				0.000000				0.0			Tak
x29				1.000000				1.0			Tak
x30				1.000000				1.0			Tak
x31				1.000000				1.0			Tak
x32				0.000000				0.0			Tak
x33				0.000000				0.0			Tak
x34				1.000000				0.0			Nie
x35				0.000000				0.0			Tak
x36				1.000000				1.0			Tak
x37				0.000000				0.0			Tak
x38				0.000000				0.0			Tak
x39				1.000000				1.0			Tak
x40				0.000000				0.0			Tak
x41				0.000000				0.0			Tak
x42				0.000000				0.0			Tak
x43				0.000000				0.0			Tak
x44				0.000000				0.0			Tak
x45				0.000000				0.0			Tak
x46				0.000000				1.0			Nie
x47				0.000000				0.0			Tak
x48				1.000000				1.0			Tak
x49				1.000000				0.0			Nie
x50				0.000000				0.0			Tak
x51				1.000000				0.0			Nie
x52				0.000000				0.0			Tak
x53				1.000000				1.0			Tak
x54				0.000000				0.0			Tak
x55				1.000000				1.0			Tak
x56				1.000000				0.0			Nie
x57				1.000000				1.0			Tak
x58				1.000000				1.0			Tak
x59				1.000000				1.0			Tak
x60				1.000000				1.0			Tak
x61				0.000000				0.0			Tak
x62				1.000000				0.0			Nie
x63				1.000000				0.0			Nie
x64				1.000000				1.0			Tak
x65				1.000000				0.0			Nie
x66				1.000000				0.0			Nie
x67				0.000000				0.0			Tak
x68				1.000000				1.0			Tak
x69				1.000000				1.0			Tak
x70				1.000000				0.0			Nie
x71				1.000000				1.0			Tak
x72				1.000000				0.0			Nie
x73				0.000000				0.0			Tak
x74				1.000000				0.0			Nie
x75				0.000000				0.0			Tak
x76				0.000000				0.0			Tak
x77				0.000000				0.0			Tak
x78				0.000000				0.0			Tak
x79				1.000000				1.0			Tak
x80				1.000000				1.0			Tak
x81				1.000000				0.0			Nie
x82				1.000000				1.0			Tak
x83				1.000000				1.0			Tak
x84				1.000000				0.0			Nie
x85				0.000000				0.0			Tak
x86				0.000000				0.0			Tak
x87				1.000000				0.0			Nie
x88				0.000000				0.0			Tak
x89				1.000000				1.0			Tak
x90				0.000000				0.0			Tak
x91				1.000000				0.0			Nie
x92				0.000000				0.0			Tak
x93				0.000000				0.0			Tak
x94				0.000000				0.0			Tak
x95				1.000000				1.0			Tak
x96				0.000000				0.0			Tak
x97				0.000000				0.0			Tak
x98				1.000000				1.0			Tak
x99				1.000000				1.0			Tak
x100				0.000000				0.0			Tak
x101				1.000000				1.0			Tak
x102				1.000000				1.0			Tak
x103				0.000000				0.0			Tak
x104				0.000000				0.0			Tak
x105				0.000000				0.0			Tak
x106				0.000000				0.0			Tak
x107				1.000000				0.0			Nie
x108				0.000000				0.0			Tak
x109				0.000000				0.0			Tak
x110				0.000000				1.0			Nie
x111				0.000000				0.0			Tak
x112				1.000000				0.0			Nie
x113				1.000000				0.0			Nie
x114				1.000000				1.0			Tak
x115				0.000000				0.0			Tak
x116				1.000000				1.0			Tak
x117				0.000000				0.0			Tak
x118				1.000000				1.0			Tak
x119				0.000000				0.0			Tak
x120				1.000000				1.0			Tak
x121				1.000000				0.0			Nie
x122				0.000000				0.0			Tak
x123				1.000000				1.0			Tak
x124				0.000000				0.0			Tak
x125				0.000000				0.0			Tak
x126				0.000000				0.0			Tak
x127				0.000000				0.0			Tak
x128				0.000000				0.0			Tak
x129				0.000000				0.0			Tak
x130				0.000000				0.0			Tak
x131				0.000000				0.0			Tak
x132				1.000000				1.0			Tak
x133				1.000000				1.0			Tak
x134				1.000000				0.0			Nie
x135				1.000000				1.0			Tak
x136				1.000000				1.0			Tak
x137				0.000000				0.0			Tak
x138				0.000000				0.0			Tak
x139				0.000000				0.0			Tak
x140				0.000000				0.0			Tak
x141				0.000000				0.0			Tak
x142				1.000000				0.0			Nie
x143				0.000000				0.0			Tak
x144				1.000000				1.0			Tak
x145				0.000000				0.0			Tak
x146				0.000000				0.0			Tak
x147				0.000000				0.0			Tak
x148				0.000000				0.0			Tak
x149				0.000000				0.0			Tak
x150				1.000000				1.0			Tak
x151				0.000000				0.0			Tak
x152				1.000000				0.0			Nie
x153				0.000000				0.0			Tak
x154				1.000000				1.0			Tak
x155				0.000000				0.0			Tak
x156				1.000000				1.0			Tak
x157				0.000000				0.0			Tak
x158				1.000000				1.0			Tak
x159				1.000000				1.0			Tak
x160				0.000000				0.0			Tak
x161				0.000000				0.0			Tak
x162				1.000000				1.0			Tak
x163				1.000000				1.0			Tak
x164				1.000000				1.0			Tak
x165				0.000000				0.0			Tak
x166				1.000000				0.0			Nie
x167				0.000000				0.0			Tak
x168				1.000000				1.0			Tak
x169				1.000000				1.0			Tak
x170				0.000000				0.0			Tak
x171				1.000000				1.0			Tak
x172				1.000000				1.0			Tak
x173				1.000000				0.0			Nie
x174				1.000000				1.0			Tak
x175				0.000000				0.0			Tak
x176				0.000000				1.0			Nie
x177				0.000000				0.0			Tak
x178				0.000000				0.0			Tak
x179				0.000000				0.0			Tak
x180				0.000000				0.0			Tak
x181				1.000000				0.0			Nie
x182				0.000000				0.0			Tak
x183				1.000000				0.0			Nie
x184				0.000000				0.0			Tak
x185				0.000000				0.0			Tak
x186				1.000000				1.0			Tak
x187				0.000000				0.0			Tak
x188				0.000000				0.0			Tak
x189				0.000000				0.0			Tak
x190				0.000000				0.0			Tak
x191				0.000000				0.0			Tak
x192				0.000000				0.0			Tak
x193				0.000000				0.0			Tak
x194				0.000000				0.0			Tak
x195				0.000000				0.0			Tak
x196				1.000000				1.0			Tak
x197				0.000000				0.0			Tak
x198				1.000000				0.0			Nie
x199				1.000000				1.0			Tak
x200				0.000000				0.0			Tak
x201				1.000000				1.0			Tak
x202				0.000000				0.0			Tak
x203				0.000000				0.0			Tak
x204				1.000000				1.0			Tak
x205				0.000000				0.0			Tak
x206				0.000000				0.0			Tak
x207				0.000000				0.0			Tak
x208				0.000000				0.0			Tak
x209				1.000000				1.0			Tak
x210				0.000000				0.0			Tak
x211				1.000000				1.0			Tak
x212				1.000000				1.0			Tak
x213				0.000000				0.0			Tak
x214				1.000000				1.0			Tak
x215				0.000000				0.0			Tak
x216				0.000000				0.0			Tak
x217				0.000000				0.0			Tak
x218				0.000000				0.0			Tak
x219				0.000000				0.0			Tak
x220				0.000000				0.0			Tak
x221				1.000000				1.0			Tak
x222				1.000000				1.0			Tak
x223				1.000000				1.0			Tak
x224				1.000000				1.0			Tak
x225				0.000000				1.0			Nie
x226				1.000000				0.0			Nie
x227				1.000000				0.0			Nie
x228				1.000000				0.0			Nie
x229				1.000000				1.0			Tak
x230				1.000000				0.0			Nie
x231				0.000000				0.0			Tak
