Obiekt tst		Ukryta decyzja eksperta		Decyzja naszego klasyfikatora		Poprawnie?
-------------------------------------------------------------------------------------------------------------
x1				1.000000				0.0			Nie
x2				1.000000				1.0			Tak
x3				0.000000				0.0			Tak
x4				0.000000				0.0			Tak
x5				1.000000				1.0			Tak
x6				0.000000				0.0			Tak
x7				0.000000				0.0			Tak
x8				1.000000				1.0			Tak
x9				0.000000				0.0			Tak
x10				0.000000				0.0			Tak
x11				0.000000				0.0			Tak
x12				1.000000				0.0			Nie
x13				1.000000				1.0			Tak
x14				0.000000				0.0			Tak
x15				0.000000				0.0			Tak
x16				1.000000				1.0			Tak
x17				1.000000				1.0			Tak
x18				1.000000				1.0			Tak
x19				1.000000				0.0			Nie
x20				0.000000				0.0			Tak
x21				1.000000				1.0			Tak
x22				1.000000				1.0			Tak
x23				0.000000				0.0			Tak
x24				0.000000				1.0			Nie
x25				0.000000				0.0			Tak
x26				0.000000				0.0			Tak
x27				1.000000				1.0			Tak
x28				1.000000				1.0			Tak
x29				0.000000				0.0			Tak
x30				1.000000				1.0			Tak
x31				1.000000				1.0			Tak
x32				1.000000				1.0			Tak
x33				0.000000				0.0			Tak
x34				0.000000				1.0			Nie
x35				0.000000				0.0			Tak
x36				0.000000				0.0			Tak
x37				1.000000				0.0			Nie
x38				1.000000				0.0			Nie
x39				1.000000				1.0			Tak
x40				0.000000				0.0			Tak
x41				0.000000				0.0			Tak
x42				0.000000				0.0			Tak
x43				1.000000				1.0			Tak
x44				1.000000				1.0			Tak
x45				0.000000				0.0			Tak
x46				1.000000				0.0			Nie
x47				0.000000				0.0			Tak
x48				0.000000				0.0			Tak
x49				1.000000				0.0			Nie
x50				0.000000				0.0			Tak
x51				0.000000				0.0			Tak
x52				0.000000				0.0			Tak
x53				0.000000				1.0			Nie
x54				1.000000				1.0			Tak
x55				0.000000				0.0			Tak
x56				1.000000				1.0			Tak
x57				1.000000				0.0			Nie
x58				0.000000				0.0			Tak
x59				0.000000				0.0			Tak
x60				1.000000				1.0			Tak
x61				1.000000				1.0			Tak
x62				0.000000				0.0			Tak
x63				1.000000				0.0			Nie
x64				1.000000				1.0			Tak
x65				1.000000				1.0			Tak
x66				1.000000				0.0			Nie
x67				1.000000				1.0			Tak
x68				1.000000				1.0			Tak
x69				1.000000				0.0			Nie
x70				0.000000				0.0			Tak
x71				1.000000				1.0			Tak
x72				0.000000				0.0			Tak
x73				0.000000				0.0			Tak
x74				0.000000				0.0			Tak
x75				1.000000				0.0			Nie
x76				0.000000				1.0			Nie
x77				1.000000				0.0			Nie
x78				0.000000				0.0			Tak
x79				1.000000				1.0			Tak
x80				1.000000				1.0			Tak
x81				0.000000				0.0			Tak
x82				0.000000				0.0			Tak
x83				0.000000				0.0			Tak
x84				1.000000				1.0			Tak
x85				1.000000				1.0			Tak
x86				0.000000				0.0			Tak
x87				0.000000				0.0			Tak
x88				1.000000				1.0			Tak
x89				1.000000				1.0			Tak
x90				0.000000				0.0			Tak
x91				1.000000				0.0			Nie
x92				1.000000				1.0			Tak
x93				1.000000				0.0			Nie
x94				1.000000				0.0			Nie
x95				0.000000				0.0			Tak
x96				0.000000				0.0			Tak
x97				1.000000				0.0			Nie
x98				0.000000				0.0			Tak
x99				0.000000				0.0			Tak
x100				0.000000				0.0			Tak
x101				0.000000				0.0			Tak
x102				0.000000				0.0			Tak
x103				1.000000				0.0			Nie
x104				0.000000				0.0			Tak
x105				0.000000				0.0			Tak
x106				1.000000				1.0			Tak
x107				0.000000				0.0			Tak
x108				0.000000				0.0			Tak
x109				0.000000				0.0			Tak
x110				0.000000				0.0			Tak
x111				0.000000				0.0			Tak
x112				1.000000				1.0			Tak
x113				0.000000				1.0			Nie
x114				1.000000				0.0			Nie
x115				0.000000				0.0			Tak
x116				0.000000				0.0			Tak
x117				0.000000				0.0			Tak
x118				1.000000				1.0			Tak
x119				0.000000				0.0			Tak
x120				0.000000				0.0			Tak
x121				1.000000				1.0			Tak
x122				0.000000				0.0			Tak
x123				1.000000				0.0			Nie
x124				0.000000				0.0			Tak
x125				0.000000				0.0			Tak
x126				1.000000				0.0			Nie
x127				1.000000				0.0			Nie
x128				0.000000				0.0			Tak
x129				0.000000				0.0			Tak
x130				0.000000				0.0			Tak
x131				0.000000				0.0			Tak
x132				0.000000				0.0			Tak
x133				0.000000				0.0			Tak
x134				0.000000				0.0			Tak
x135				1.000000				0.0			Nie
x136				0.000000				0.0			Tak
x137				0.000000				0.0			Tak
x138				0.000000				0.0			Tak
x139				1.000000				1.0			Tak
x140				1.000000				1.0			Tak
x141				1.000000				1.0			Tak
x142				0.000000				0.0			Tak
x143				0.000000				0.0			Tak
x144				0.000000				0.0			Tak
